content_id,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
-4358357193736100000.00,Dez habilidades profissionais mais valorizadas em projetos de Internet das Coisas - CIO,Aplicação de visão computacional com OpenCV,Google lança experimentos com inteligência artificial | Google Discovery,Burger King aceita pedidos via mensagens no Facebook - Startupi,Google usa aprendizado de máquina para melhorar imagens de baixa qualidade | Google Discovery
-4338308747999220000.00,"Amazon open-sources its own deep learning software, DSSTNE",How Mark Zuckerberg Led Facebook's War to Crush Google Plus,Google lags behind Amazon and Microsoft's cloud in one important area,Funcionários do mês no CoolHow: os Slackbots - CoolHow Creative Lab,Google Cloud Goes to the Farm
-4336877432539960000.00,11 Internet of Things (IoT) Protocols You Need to Know About,NodeMCU (ESP8266) o módulo que desbanca o Arduino e facilitará a Internet das Coisas...,Governo abre consulta pública para Plano Nacional de IoT | NOTÍCIAS - Brasscom,Aplicativos do Android agora podem reagir com o ambiente | Google Discovery,Deputada mais jovem da Câmara silencia o plenário com lucidez do discurso (veja o vídeo)
-4333957157636610000.00,On DRY and the cost of wrongful abstractions,The Ten Commandments of Egoless Programming,Things you probably didn't know you could do with Chrome's Developer Console,My favorite people and resources to learn Android programming from,Conheça 20 atletas LGBT que vão competir nas Olimpíadas do Rio
-4333056764244640000.00,Decentralizing IoT networks through blockchain,Peças Translúcidas,Introducing New Relic Infrastructure,Smart Contact Lens-Eyeglass Combo Could Monitors Diabetes and Delivers Drugs,Ray Kurzweil: The world isn't getting worse - our information is getting better
-4278025512576370000.00,Google employees are adding 'Lady' to their job titles to fight sexism,YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer,O dia em que tive mais medo de estar errada.,Workplace diversity in Brazil: there's still a long way to go,O chefe é gay. E daí?
-4233177915193300000.00,"No, Apple isn't the next BlackBerry - it's the next Microsoft",Two Different Sales Motions . . . .,The AI business landscape,Wide & Deep Learning: Better Together with TensorFlow,"5 awesome Google Keep features you aren't using, but should be"
-4228415104574260000.00,Firebase Test Lab for Android,Post: Just Say mNo to Hungarian Notation,Getting Started with Activity & Fragment Transitions (part 1),Building more accessible technology,Designing smart notifications
-4216050818952950000.00,"How to forecast demand with Google BigQuery, public datasets and TensorFlow | Google Cloud Big Data and Machine Learning Blog",The economic essentials of digital strategy,Algorithms and architecture for job recommendations,This startup uses machine learning and satellite imagery to predict crop yields,The AI business landscape
-4205346868684830000.00,"Google acquires Synergyse, an interactive training service for Google Apps","Hello, a nova rede social do Orkut, está liberada no Brasil",The AI business landscape,Inbox by Gmail ganha formatação de texto | Google Discovery,5 reasons your employees aren't sharing their knowledge
-4158297476631280000.00,[E-learning] Design Thinking for Innovation - University of Virginia | Coursera,Do you want Crappy Agile?,[Tools] A Tool for tracking Kanban projects (that you can cut out and keep) - Emily Webber,Inbox by Gmail ganha formatação de texto | Google Discovery,Nubank começa a testar seu programa de fidelidade - Empresas Tech
-4145260601063540000.00,My experience with Google's Associate Android Developer Certification,Top 10 Insurtech Trends for 2017 - Insurance Thought Leadership,Jenkins 2.0 is here!,Microsoft's Open Source Love Affair Reaches New Heights,SOA com microserviços - Sensedia
-4133169317019890000.00,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,Qual é o valor da área de T&D na sua empresa?,4 Reasons Managers Should Spend More Time on Coaching,Investimentos em coaching e mentoring aumentam nas empresas,"Life Coach vs. Therapist, Learn the Difference | Tony Robbins"
-4132331404553620000.00,Gartner Reprint,Smart Contact Lens-Eyeglass Combo Could Monitors Diabetes and Delivers Drugs,Top Programming Languages Trends: The Rise of Big Data,Top Asset Tracking Software: The 52 Best Tools and Software Solutions to Track Your Company's Vital Physical Assets,Shopping em BH terá fazenda urbana de 2.700 m²
-4089455027188310000.00,Assista a entrevista de Linus Torvalds no TED legendada,Firebase and Google Cloud: better together,How Do Top Android Developers QA Test Their Apps?,How One Jira Ticket Made My Employer $1MM/Month: 7 Metrics that Actually Matter - JavaScript Scene,Why Kubernetes may be a bigger threat to Amazon than Google's cloud - TechRepublic
-4084394822880420000.00,"A whole new GitHub Universe: announcing new tools, forums, and features",Elastic Stack 5.0.0 Released,Quick Tip: Working with the JavaScript Battery API,Olli: Artificial Intelligence for the real world of connected commuting,My favorite people and resources to learn Android programming from
-4070599188332880000.00,Communication patterns in a Microservice world,Bring Your App To Life with CALayers,Cracking the Job Interview with TensorFlow,System Code Geeks are giving away a FREE Sublime Text Editor License,Google is testing a new Material Design layout for desktop searches
-4050006690189970000.00,Google's Cloud Machine Learning service is now in public beta,Transfer Style But Not Color,Google lags behind Amazon and Microsoft's cloud in one important area,Scala is the new golden child,"Telecoms open shop on Madison Avenue, but will brands buy?"
-4037032837327170000.00,Artificial intelligence produces realistic sounds that fool humans,Why Deep Learning Is Suddenly Changing Your Life,How enterprise architects can help ensure success with digital transformations,How will bots make money? Here are 7 business models,7 Questions to Ask Before Your Next Digital Transformation
-4029704725707460000.00,4 Reasons Managers Should Spend More Time on Coaching,Qual é o valor da área de T&D na sua empresa?,Robert Waldinger: Do que é feita uma vida boa? Lições do mais longo estudo sobre felicidade,"Life Coach vs. Therapist, Learn the Difference | Tony Robbins",Post: Just Say mNo to Hungarian Notation
-4027027091658750000.00,Acesse a versão Material Design do YouTube | Google Discovery,JavaScript Conquered the Web. Now It's Taking Over the Desktop,Progressive Web App - first introduced on Google I/O | airberlin,"HoloLens, da Microsoft, engana o usuário para consertar conexões falhas do cérebro",Squads não-suicidas - Hipsters #08
-4024778022934140000.00,Why Netflix thinks its personalized recommendation engine is worth $1 billion per year,"DARPA Goes ""Meta"" with Machine Learning for Machine Learning",Machine Learning Is At The Very Peak Of Its Hype Cycle - ARC,It's The Future,"Netflix says Geography, Age, and Gender are ""Garbage"" for Predicting Taste"
-3959242148361340000.00,Robô acha de almoço de 12 kg a cervejas pagas pelo cidadão,Smart Contact Lens-Eyeglass Combo Could Monitors Diabetes and Delivers Drugs,Gartner Reprint,Top Asset Tracking Software: The 52 Best Tools and Software Solutions to Track Your Company's Vital Physical Assets,Shopping em BH terá fazenda urbana de 2.700 m²
-3954182109690200000.00,"Amazon open-sources its own deep learning software, DSSTNE",Google lags behind Amazon and Microsoft's cloud in one important area,How Mark Zuckerberg Led Facebook's War to Crush Google Plus,The AI business landscape,"Hello, TensorFlow!"
-3944300307678650000.00,Why Silicon Valley is all wrong about Apple's AirPods - Chris Messina,Elastic Stack 5.0.0 Released,Internet of Things Drives Outcome-Based Business Models,Closure Compiler in JavaScript,Aprendizado de máquina do Google pode detectar retinopatia diabética | Google Discovery
-3912939678517870000.00,Google's cloud platform is now a force to be reckoned with,9 Non-Threatening Leadership Strategies for Women,A minha viagem à Maternidade #tetodomundo,"An independent organization just ranked Google as the best cloud, beating Amazon",Glamour Exclusive: President Obama On Feminism and The World He Wants to Leave His Daughters
-3900870368325480000.00,Two Different Sales Motions . . . .,PwC faz virada digital e já fatura US$ 1 bilhão no mundo,7 Questions to Ask Before Your Next Digital Transformation,Rewiring Citi for the digital age,Latin America's chronic inefficiency could drive more O2O commerce growth
-3875881534863980000.00,Banco desafia empreendedores e estudantes de tecnologia a buscarem inovação para processos | EXAME.com,"Elopar lança o ""Digio"", cartão para brigar com Nubank",Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,The Drive to Bank on Digital,Bradesco vai lançar novo banco digital: o Next.
-3864069617285640000.00,Samsung lança dispositivo para deixar carro conectado a partir de chip 4G - Link - Estadão,Peças Translúcidas,NodeMCU (ESP8266) o módulo que desbanca o Arduino e facilitará a Internet das Coisas...,Internet of Things Drives Outcome-Based Business Models,"Google anuncia Android Things, plataforma para a Internet das Coisas | Google Discovery"
-3850803681204400000.00,CMN regulamenta abertura de conta de depósito por meio eletrônico,Visa inaugura Co-Creation Center em São Paulo,Mobile Time,Nubank começa a testar seu programa de fidelidade - Empresas Tech,Liberty vai adotar telemetria e baratear seguro para bons motoristas
-3780822597455570000.00,Gartner Reprint,Test and deploy to Google App Engine with the new Maven and Gradle plugins,Supercharge Java Auth with JSON Web Tokens (JWTs) | Baeldung,Prisma for Android is now live for all in the Google Play Store,Assessing Salesforce's platform and ecosystem | ZDNet
-3750879736572060000.00,The Physical Web,The AI business landscape,Pinterest's Real-World Pins Let In-Store Shoppers Save Real Items to Virtual Boards,Wide & Deep Learning: Better Together with TensorFlow,Making open source data more available
-3723217532224910000.00,Comparing IoT Platforms: Compare 4 IoT platform for IoT projects,NodeMCU (ESP8266) o módulo que desbanca o Arduino e facilitará a Internet das Coisas...,One Dollar Board: Um projeto brasileiro para revolucionar a educação,Como a Microsoft está trabalhando com o conceito de IoT - Startupi,Raspberry Pi with cloud vision at Google I/O - Raspberry Pi
-3716447017462780000.00,Progressive Web App - first introduced on Google I/O | airberlin,This Super Accurate Portrait Selection Tech Uses Neural Networks,"Deep Learning for Chatbots, Part 2 - Implementing a Retrieval-Based Model in Tensorflow",How I sped up the initial render of my Polymer app by 86%,Touch (TV Series 2012-2013)
-3700095596785790000.00,"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack",Why porting an iOS design to Android will not work,Designing smart notifications,Up your app's sharing game with DirectShare - Google Developers,The Importance of Code Reviews
-3678789633202300000.00,New Amazon Linux Container Image for Cloud and On-Premises Workloads,You don't talk about refactoring club,Client-side ranking to more efficiently show people stories in feed,The Business Case for Progressive Web Apps,Effective learning through code workshops | Box Blog
-3675009040647930000.00,Quick Tip: Working with the JavaScript Battery API,Comparing React.js to Vue.js for dynamic tabular data,Anti-If: The missing patterns,Vision API - Image Content Analysis,What Color is Your Function?
-3666646454167330000.00,Ciclistas relatam roubos com agressividade na avenida dos Andradas,Google I/O 2016: Android's failure to innovate hands a Apple free run at WWDC,Why and How to Avoid Hamburger Menus - Louie A. - Mobile UX Design,Cubr,Tech in Brazil is booming despite the country's political troubles
-3662111110237130000.00,This Super Accurate Portrait Selection Tech Uses Neural Networks,5 reasons your employees aren't sharing their knowledge,Wide & Deep Learning: Better Together with TensorFlow,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel",Why Deep Learning Is Suddenly Changing Your Life
-3605608255586380000.00,The hardest thing in computer science,Jenkins 2.0 is here!,Nova regra do Banco Central pode significar o fim do Nubank; entenda - IDG Now!,What Color is Your Function?,"Amazon still crushing cloud competition, says Gartner Magic Quadrant for IaaS - TechRepublic"
-3581194288660470000.00,The Importance of Code Reviews,Why porting an iOS design to Android will not work,How to Design a Walkthrough That Users Will Read,Google may be considering Swift for use on Android,"Fresco, sim! - Android Dev BR"
-3552937095886140000.00,The Netflix Tech Blog: Engineering Trade-Offs and The Netflix API Re-Architecture,"Enterprises fighting back, Spring Boot is the best, and other SpringOne Platform takeaways",Java vs .NET vs Python vs Ruby vs Node.JS: Who Reigns the Job Market? | Takipi Blog,Notes on Reactive Programming Part I: The Reactive Landscape,Building Flipkart Lite: A Progressive Web App
-3482581255202910000.00,Visual Thinking and Learning 3.0 working together at Walmart.com | Happy Melly,Communication patterns in a Microservice world,Microservices testing,Aplicações da Inteligência artificial | Endeavor Brasil,"What do you mean by ""Event-Driven""?"
-3469502952547700000.00,Test and deploy to Google App Engine with the new Maven and Gradle plugins,Multi-Channel Marketing in 2015 - It's not rocket science.,Git Large File Storage (Git LFS) now in Bitbucket Cloud - Bitbucket,Custo do Erro - Cinco motivos para investir em automação de testes,Do You Suffer From Deployment Anxiety? - DZone DevOps
-3400154175330050000.00,"Secret's founder returns with Bold, a Medium for enterprise",5 reasons your employees aren't sharing their knowledge,"Margaret Gould Stewart: How giant websites design for you (and a billion others, too)",A step-by-step guide to agile growth experiments,Machine Learning Is Redefining The Enterprise In 2016
-3363563881552060000.00,Nintendo has doubled in value since Pokémon Go's release,"Agile is Dead, Long Live Continuous Delivery - Gradle",The Internet of Things is looking for its VisiCalc,How enterprise architects can help ensure success with digital transformations,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...
-3351656282247450000.00,"HoloLens, da Microsoft, engana o usuário para consertar conexões falhas do cérebro",Aplicação de visão computacional com OpenCV,Acesse a versão Material Design do YouTube | Google Discovery,A Googler analyzed a billion files to settle the programming dispute made famous by HBO's 'Silicon Valley',How I sped up the initial render of my Polymer app by 86%
-3351652027149910000.00,6 reasons why I like KeystoneML,"The ""Joel Test"" for Data Science",Google's Cloud Machine Learning service is now in public beta,[Tools] A Tool for tracking Kanban projects (that you can cut out and keep) - Emily Webber,Using behavioral data to improve customer satisfaction
-3348652277274900000.00,Burger King aceita pedidos via mensagens no Facebook - Startupi,Nova pulseira tecnológica avisa se você já bebeu demais,1º Congresso Brasileiro de IoT - Embarcados,"Por dentro do MariaLab: A tecnologia é área para as mulheres, sim!",Google lança experimentos com inteligência artificial | Google Discovery
-3338916066794630000.00,Iniciando com o Docker: dicas práticas para começar a usar agora mesmo - Tableless,Why Is Learning Drupal Hard?,Google adiciona medidor de velocidade da internet nos resultados de pesquisa | Google Discovery,Não ao preconceito! ONU celebra Dia da Visibilidade de Mulheres Lésbicas e Bissexuais,Docker 1.12: Now with Built-in Orchestration!
-3302834510061920000.00,Will blockchain drive the fourth Industrial Revolution?,Bayer propõe comprar Monsanto para formar a maior agroquímica do mundo,Agronegócio mantém crescimento com tecnologia - inova.jor,Skill swarms - a new way to share expertise and work smarter together - Skillhive,Docker e .Net
-3285397592982850000.00,Confused by blockchains? Revolution vs Evolution,Measuring email effectiveness in retail banking,Banking Needs a Customer Experience Wake-Up Call,Nubank começa a testar seu programa de fidelidade - Empresas Tech,Design Kit: Prototyping
-3275688295651940000.00,XP quer ter banco no Brasil e vai abrir escritório em Genebra este mês,Nubank e Goldman fecham parceria de R$ 200 milhões,Measuring email effectiveness in retail banking,Santander Vies to Become First Bank to Issue Cash on Blockchain - CoinDesk,Bradesco lança serviço inédito para estimular o hábito de poupar
-3191013159715470000.00,Gartner Reprint,Top 10 Insurtech Trends for 2017 - Insurance Thought Leadership,Shopping em BH terá fazenda urbana de 2.700 m²,Berners-Lee quer criar outra Web,Microsoft's Open Source Love Affair Reaches New Heights
-3173020603774820000.00,The AI business landscape,Why Google App Engine rocks: A Google engineer's take,An overview of web service solutions in Drupal 8,"Amazon open-sources its own deep learning software, DSSTNE",Funcionários do mês no CoolHow: os Slackbots - CoolHow Creative Lab
-3170783292462050000.00,Mercado de Cosméticos no Brasil - Setor que não conhece crise!,Vendas da Netshoes crescem 267% em dispositivos móveis no 1º semestre - 24Brasil,From E-Commerce to Web 3.0: Let the Bots Do the Shopping,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,"Why Performance Matters, Part 1: The Perception Of Time - Smashing Magazine"
-3161714324304750000.00,"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack",Staying one step ahead at Pixar: An interview with Ed Catmull,The return of the machinery question,Artificial intelligence is changing SEO faster than you think,Inbox by Gmail ganha formatação de texto | Google Discovery
-3136683414587090000.00,Por que o Walmart não é Walmart no Brasil,From E-Commerce to Web 3.0: Let the Bots Do the Shopping,Mercado de Cosméticos no Brasil - Setor que não conhece crise!,Não existe frete grátis!,É chegada a hora do desenvolvimento de software orientado por hipóteses - CIO
-3102652803014860000.00,Startups apostam em aplicativos que conectam fretes e caminhoneiros,Ultrapar aprova investimento adicional de R$ 196 milhões para a Ipiranga,Top Asset Tracking Software: The 52 Best Tools and Software Solutions to Track Your Company's Vital Physical Assets,"Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre",Meet the new Brazilian consumer
-3102446808559720000.00,The future of the shopping mall,MOBILE TIME - Shoppings do Rio testarão solução de marketing com beacons,6 exemplos de como usar computação cognitiva | EXAME.com,Quando usar paginação e quando usar scroll infinito?,"Forget The Internet Of Things, There Is A Digital Revolution Taking Place In Our Shopping Malls"
-3071732669882270000.00,big data = real time,Organizing for digital acceleration: Making a two-speed IT operating model work,Why the customer experience matters,A saga do jovem CEO da Dasa,Design Sprint: onde o design e a velocidade importam
-3058031327323350000.00,The five phases of migrating to Google Cloud Platform,"Building A Modern, Scalable Backend: Modernizing Monolithic Applications",Prisma for Android is now live for all in the Google Play Store,The hardest thing in computer science,"Enterprises fighting back, Spring Boot is the best, and other SpringOne Platform takeaways"
-3040610224044770000.00,Mobify report reveals impact of mobile website speed,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,"Why Performance Matters, Part 1: The Perception Of Time - Smashing Magazine",Mercado de Cosméticos no Brasil - Setor que não conhece crise!,"Don't Start Big, Start a Little Snowball"
-3027055440570400000.00,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts",Ordering coffee in Italy: the 10 commandments,WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday,What to Expect at WWDC 2016,"The New App Store: Subscription Pricing, Faster Approvals, and Search Ads"
-3020916840917840000.00,Tasting Dagger 2 on Android,Criando ícones animados no Android,Things you probably didn't know you could do with Chrome's Developer Console,"Why Performance Matters, Part 1: The Perception Of Time - Smashing Magazine",Client-side ranking to more efficiently show people stories in feed
-2948321821574570000.00,The future of the shopping mall,Visa e Swatch lançam relógio para pagamentos contactless no Brasil - Startupi,Shopping app Spring's redesign could be a game-changer,MOBILE TIME - Shoppings do Rio testarão solução de marketing com beacons,"No, Apple isn't the next BlackBerry - it's the next Microsoft"
-2899726011463490000.00,A digital crack in banking's business model,8 Insanely Simple Productivity Hacks,"Welcome to GoogleBank, Facebook Bank, Amazon Bank, and Apple Bank - Enrique Dans",Por que o segundo maior banco da Alemanha decidiu entrar no Brasil com R$ 240 milhões?,How One Jira Ticket Made My Employer $1MM/Month: 7 Metrics that Actually Matter - JavaScript Scene
-2855910583928920000.00,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts",Ordering coffee in Italy: the 10 commandments,WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday,Joel on Software,What to Expect at WWDC 2016
-2828628091730680000.00,What to Inspect When You are Inspecting!,"Netflix OSS, Spring Cloud, or Kubernetes? How About All of Them!",Spring Boot 1.5.1 released,Lessons from converting an app to 100% Kotlin - Keepsafe Engineering,Android Mobile Vision restores operation and adds Text API | Android Developers Blog
-2808969983997440000.00,"Apple's new file manager, APFS, is awesome",The five phases of migrating to Google Cloud Platform,19 Tips For Everyday Git Use,What to Inspect When You are Inspecting!,A New Number Format for Computers Could Nuke Approximation Errors for Good
-2808959554282640000.00,containerd - a core container runtime project for the industry - Docker Blog,Why Programmers Want Private Offices,What makes a good (Android) Software Engineer,Serverless real-time architecture on AWS: there is a way !,Hype Driven Development
-2774293088092850000.00,Aplicação de visão computacional com OpenCV,Acesse a versão Material Design do YouTube | Google Discovery,How I sped up the initial render of my Polymer app by 86%,"HoloLens, da Microsoft, engana o usuário para consertar conexões falhas do cérebro","Amazon still crushing cloud competition, says Gartner Magic Quadrant for IaaS - TechRepublic"
-2752345899464430000.00,"The New App Store: Subscription Pricing, Faster Approvals, and Search Ads","Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack",Joel on Software,Ordering coffee in Italy: the 10 commandments,WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday
-2747266787901700000.00,"Carne artificial acabará com o agronegócio brasileiro, afirma especialista",Programa de Demissão Voluntária na Moto Honda tem mais de 500 adesões,Agronegócio mantém crescimento com tecnologia - inova.jor,Will blockchain drive the fourth Industrial Revolution?,Este texto do Ranieri é a melhor coisa que você lerá hoje
-2740396993975950000.00,Microservices: Real Architectural Patterns,Top 10 Insurtech Trends for 2017 - Insurance Thought Leadership,Mastercard lança plataforma de APIs abertas para soluções de pagamentos - Startupi,Bringing easy and fast checkout with Payment Request API | Web Updates - Google Developers,Building Spring Cloud Microservices That Strangle Legacy Systems
-2720012228333470000.00,Mobile banking conquista o coração dos brasileiros,CMN regulamenta abertura de conta de depósito por meio eletrônico,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,"Say goodbye to traditional customer segmentation "" Banking Technology",Cade autoriza Itaú Unibanco e Mastercard a criarem nova bandeira de cartão
-2683134512107430000.00,Zuckerberg mostra em vídeo do que sua inteligência artificial 'Jarvis' é capaz,The AI business landscape,Making open source data more available,Como a Microsoft está trabalhando com o conceito de IoT - Startupi,Wide & Deep Learning: Better Together with TensorFlow
-2667874153709250000.00,Digital Health Coaching,A New Number Format for Computers Could Nuke Approximation Errors for Good,Facebook's WhatsApp does something very different than Google,"Pedágio das rodovias estaduais de SP sobe 9,32% na sexta-feira - O Liberal",What Google AMP Means for Every Marketer
-2584174137395070000.00,Bradesco vai lançar novo banco digital: o Next.,A New Number Format for Computers Could Nuke Approximation Errors for Good,Este site quer conectar profissionais trans e travestis a empresas que não têm preconceito,Para entender o Dia Internacional contra a Homofobia,Itaú é pioneiro do blockchain
-2554512494756910000.00,Nintendo has doubled in value since Pokémon Go's release,The Internet of Things is looking for its VisiCalc,Blaise Agüera y Arcas: How computers are learning to be creative,Machine Learning Is Redefining The Enterprise In 2016,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...
-2549933363319060000.00,The Children's Illustrated Guide to Kubernetes,What to Inspect When You are Inspecting!,Susan Wojcicki on the Effectiveness of Empowering Ads on YouTube,How to Design a Walkthrough That Users Will Read,Resenha - A Chegada
-2539915991213670000.00,Itaú é pioneiro do blockchain,Confused by blockchains? Revolution vs Evolution,Bradesco vai testar tecnologia por trás do bitcoin em São Paulo,Starbucks tem mais dinheiro do cliente em cartões do que bancos,Goodbye accountants! Startup builds AI to automate all your accounting
-2504825704002830000.00,Building a Team from the Inside Out: Alok Gupta on the Evolution of Data Science at Airbnb,Facebook's Artificial Intelligence Research lab releases open source fastText on GitHub,Facebook is open-sourcing its AI bot-building research,Microservices Architecture on Google App Engine,Advanced Android Espresso
-2479936301516180000.00,Modelando APIs REST com Swagger,Xamarin for Everyone,"CSP Is Dead, Long Live CSP! On the Insecurity of Whitelists and the Future of Content Security Policy",The Ultimate Solution to Versioning REST APIs: Content Negotiation,You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart
-2447632164766020000.00,Migrating from Parse to Bluemix,Introducing New Relic Infrastructure,"What's new in Android: the N-Release, Virtual Reality, Android Studio 2.2 and more | Android Developers Blog",The moment when you realize every server in the world is vulnerable - Free Code Camp,Decentralizing IoT networks through blockchain
-2440247087447100000.00,Código Limpo - Está na hora de deixar o GDD (Gambiarra Driven Development) para trás!,Testes unitários vs aceitação - Android Dev BR,My favorite people and resources to learn Android programming from,The Business Case for Progressive Web Apps,The technology behind preview photos
-2402288292108890000.00,Don't document your code. Code your documentation.,Using DiffUtil in Android RecyclerView,Concrete things you can do about your technical debt,IoT a favor do relacionamento médico-paciente,Arquitetura de Microserviços habilitando APIs - Sensedia
-2382583983070620000.00,Blaise Agüera y Arcas: How computers are learning to be creative,The return of the machinery question,How will bots make money? Here are 7 business models,Why Deep Learning Is Suddenly Changing Your Life,Two Different Sales Motions . . . .
-2358756719610360000.00,Google Cloud Platform's preemptible VMs are now up to 33% cheaper,Visual Thinking and Learning 3.0 working together at Walmart.com | Happy Melly,Closure Compiler in JavaScript,Micro Profile JavaEE com Wildfly Swarm,Startups apostam em aplicativos que conectam fretes e caminhoneiros
-2328163218997420000.00,Comparing React.js to Vue.js for dynamic tabular data,Santander Vies to Become First Bank to Issue Cash on Blockchain - CoinDesk,Ubuntu recebe suporte ao React Native e aplicativos de Android e iOS poderão chegar ao sistema,"A whole new GitHub Universe: announcing new tools, forums, and features",Building Flipkart Lite: A Progressive Web App
-2314360211211300000.00,Promoting gender equality through emoji �� ��,#iLookLikeAnEngineer: One Year Later,Criadas para casar,"Por dentro do MariaLab: A tecnologia é área para as mulheres, sim!",Este é o melhor jeito de entender como as mulheres sofrem machismo na área de TI
-2271000159302770000.00,Dark Scrum,Prisma for Android is now live for all in the Google Play Store,Learning How to Learn: The Most Important Developer Skill - Free Code Camp,Migrating from Parse to Bluemix,MOBILE TIME - Youse: seguradora digital se diferencia através da interface móvel
-2097075598039550000.00,19 Tips For Everyday Git Use,The Business Case for Progressive Web Apps,15 Awesome Sublime Text Plugins For Web Development,7 Tips to Create a Company Learning Culture like Google - Without Resources,Google lança experimentos com inteligência artificial | Google Discovery
-2069509552243850000.00,15 minutos sobre Docker,Most Interesting APIs in 2016: Cognitive Computing,Aprendizado de máquina do Google pode detectar retinopatia diabética | Google Discovery,"Chrome 53 Beta: Shadow DOM, PaymentRequest, and Android autoplay",Top Programming Languages Trends: The Rise of Big Data
-2034054811536480000.00,Google lança experimentos com inteligência artificial | Google Discovery,"HoloLens, da Microsoft, engana o usuário para consertar conexões falhas do cérebro",Acesse a versão Material Design do YouTube | Google Discovery,How I sped up the initial render of my Polymer app by 86%,Burger King aceita pedidos via mensagens no Facebook - Startupi
-2030742781169830000.00,Blaise Agüera y Arcas: How computers are learning to be creative,How will bots make money? Here are 7 business models,Why Deep Learning Is Suddenly Changing Your Life,Artificial intelligence produces realistic sounds that fool humans,The return of the machinery question
-1999468346928410000.00,Using Honcho to Create a Multi-Process Docker Container,DevOps requer profundas mudanças operacionais que o CIO precisa promover - CIO,Most Interesting APIs in 2016: Cognitive Computing,Par de alianças impede que seu parceiro assista Netflix sem você,Hacked Website Report - 2016/Q3
-1995591062742960000.00,Post: Just Say mNo to Hungarian Notation,Up your app's sharing game with DirectShare - Google Developers,Sam Newman - Backends For Frontends,The Importance of Code Reviews,StrictMode for Runtime Analysis on Android - Google Developers
-1981734999963960000.00,Spark comparison: AWS vs. GCP,Google lags behind Amazon and Microsoft's cloud in one important area,Visual Thinking and Learning 3.0 working together at Walmart.com | Happy Melly,How Mark Zuckerberg Led Facebook's War to Crush Google Plus,Google's Cloud Machine Learning service is now in public beta
-1901742495252320000.00,"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack",Up your app's sharing game with DirectShare - Google Developers,How Mark Zuckerberg Led Facebook's War to Crush Google Plus,Building more accessible technology,Why porting an iOS design to Android will not work
-1878128207048890000.00,Evernote anuncia integração com Google Drive | Google Discovery,Build Quality In: The Key to Continuous Delivery in Kanban,The technology behind preview photos,Mastering Bash and Terminal,Conheça 20 atletas LGBT que vão competir nas Olimpíadas do Rio
-1787737696395220000.00,DBA BRASIL no INTEROPMIX 2016,15 Awesome Sublime Text Plugins For Web Development,Android Studio 2.2,Peças Translúcidas,Closure Compiler in JavaScript
-1730766821655380000.00,The Biggest Crowdfunding Project Ever Was Supposed to Create Manager-free Companies. But It's a Mess,"contentId
-6878119266243511199    Google acquires Synergyse, an interactive trai...
-6878119266243511199    Google acquires Synergyse, an interactive trai...
Name: title, dtype: object",Confused by blockchains? Revolution vs Evolution,Making open source data more available,Bots won't replace apps. Better apps will replace apps.
-1663441888197890000.00,You won't recognize the new world of digital payments without this report,Itaú é pioneiro do blockchain,Bradesco vai lançar novo banco digital: o Next.,"Elopar lança o ""Digio"", cartão para brigar com Nubank",Accenture amplia atuação no Brasil
-1654063646246190000.00,An operating model for company-wide agile development,An operating model for company-wide agile development,Embracing Agile,Is FinTech Forcing Banking to a Tipping Point?,You won't recognize the new world of digital payments without this report
-1634742667970360000.00,VMware Cloud™ on AWS - A Closer Look - frankdenneman.nl,Firebase and Google Cloud: better together,Micro Profile JavaEE com Wildfly Swarm,Microservices Architecture on Google App Engine,"Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog"
-1633984990770980000.00,Quando usar paginação e quando usar scroll infinito?,Chatbots: Are they better without the chat?,O tênue equilíbrio da equipe que desenha produtos digitais,Campus São Paulo: conheça a primeira turma do Programa de Residentes,#FinTech is all about human-centred design - Chris Skinner's blog
